"pathway","source","size","FAC_vs_Cont:
p-value","FAC_vs_Cont:
Benjamin-Hochberg adjusted p-value","FAC_vs_Cont:
Normalized enrichment score","LiproxposFAC_vs_Cont:
p-value","LiproxposFAC_vs_Cont:
Benjamin-Hochberg adjusted p-value","LiproxposFAC_vs_Cont:
Normalized enrichment score","MTposFAC_vs_Cont:
p-value","MTposFAC_vs_Cont:
Benjamin-Hochberg adjusted p-value","MTposFAC_vs_Cont:
Normalized enrichment score"
"REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_P107_RBL1_AND_P130_RBL2_IN_COMPLEX_WITH_HDAC1","REACTOME",16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME","REACTOME",73,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRANSCRIPTIONAL_ACTIVATION_OF_MITOCHONDRIAL_BIOGENESIS","REACTOME",55,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER","REACTOME",46,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6","REACTOME",34,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_MECP2","REACTOME",63,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1","REACTOME",237,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2","REACTOME",120,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3","REACTOME",96,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS","REACTOME",105,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_THE_AP_2_TFAP2_FAMILY_OF_TRANSCRIPTION_FACTORS","REACTOME",38,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53","REACTOME",366,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_VENTX","REACTOME",41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS","REACTOME",88,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRANSCRIPTIONAL_REGULATION_OF_PLURIPOTENT_STEM_CELLS","REACTOME",31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRANSCRIPTIONAL_REGULATION_OF_TESTIS_DIFFERENTIATION","REACTOME",13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION","REACTOME",84,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING","REACTOME",31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRANSLATION","REACTOME",295,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRANSLATION_OF_REPLICASE_AND_ASSEMBLY_OF_THE_REPLICATION_TRANSCRIPTION_COMPLEX","REACTOME",13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRANSLATION_OF_SARS_COV_1_STRUCTURAL_PROTEINS","REACTOME",29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRANSLATION_OF_SARS_COV_2_STRUCTURAL_PROTEINS","REACTOME",49,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRANSLESION_SYNTHESIS_BY_POLH","REACTOME",19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRANSLESION_SYNTHESIS_BY_POLK","REACTOME",17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE","REACTOME",39,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE","REACTOME",72,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES","REACTOME",270,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRANSPORT_AND_SYNTHESIS_OF_PAPS","REACTOME",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS","REACTOME",86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE","REACTOME",21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRANSPORT_OF_FATTY_ACIDS","REACTOME",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES","REACTOME",106,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRANSPORT_OF_MATURE_MRNAS_DERIVED_FROM_INTRONLESS_TRANSCRIPTS","REACTOME",43,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM","REACTOME",84,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRANSPORT_OF_NUCLEOSIDES_AND_FREE_PURINE_AND_PYRIMIDINE_BASES_ACROSS_THE_PLASMA_MEMBRANE","REACTOME",12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRANSPORT_OF_NUCLEOTIDE_SUGARS","REACTOME",9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRANSPORT_OF_ORGANIC_ANIONS","REACTOME",11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRANSPORT_OF_SMALL_MOLECULES","REACTOME",728,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRANSPORT_OF_THE_SLBP_DEPENDANT_MATURE_MRNA","REACTOME",36,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES","REACTOME",43,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION","REACTOME",186,0.6000399361022364,0.8595684083689342,0.9480232502568076,0.2564200843234956,0.41907991620737506,1.1901302416959565,0.23139836425294236,0.6297434888468065,1.2037108868353918
"REACTOME_TRIF_MEDIATED_PROGRAMMED_CELL_DEATH","REACTOME",9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRIGLYCERIDE_BIOSYNTHESIS","REACTOME",14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRIGLYCERIDE_CATABOLISM","REACTOME",24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRIGLYCERIDE_METABOLISM","REACTOME",38,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRISTETRAPROLIN_TTP_ZFP36_BINDS_AND_DESTABILIZES_MRNA","REACTOME",17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRNA_AMINOACYLATION","REACTOME",42,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRNA_MODIFICATION_IN_THE_MITOCHONDRION","REACTOME",9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL","REACTOME",43,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRNA_PROCESSING","REACTOME",111,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRNA_PROCESSING_IN_THE_MITOCHONDRION","REACTOME",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRNA_PROCESSING_IN_THE_NUCLEUS","REACTOME",59,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRP_CHANNELS","REACTOME",28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TRYPTOPHAN_CATABOLISM","REACTOME",14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TYPE_I_HEMIDESMOSOME_ASSEMBLY","REACTOME",11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TYROSINE_CATABOLISM","REACTOME",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_TYSND1_CLEAVES_PEROXISOMAL_PROTEINS","REACTOME",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES","REACTOME",219,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_UBIQUINOL_BIOSYNTHESIS","REACTOME",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_UCH_PROTEINASES","REACTOME",100,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_UNBLOCKING_OF_NMDA_RECEPTORS_GLUTAMATE_BINDING_AND_ACTIVATION","REACTOME",21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR","REACTOME",92,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_UNWINDING_OF_DNA","REACTOME",12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS","REACTOME",29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_UPTAKE_AND_FUNCTION_OF_ANTHRAX_TOXINS","REACTOME",11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_UPTAKE_AND_FUNCTION_OF_DIPHTHERIA_TOXIN","REACTOME",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_UREA_CYCLE","REACTOME",10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_VASOPRESSIN_LIKE_RECEPTORS","REACTOME",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS","REACTOME",43,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_VEGF_LIGAND_RECEPTOR_INTERACTIONS","REACTOME",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_VEGFR2_MEDIATED_CELL_PROLIFERATION","REACTOME",19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_VEGFR2_MEDIATED_VASCULAR_PERMEABILITY","REACTOME",27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_VESICLE_MEDIATED_TRANSPORT","REACTOME",724,0.6000399361022364,0.8595684083689342,0.9480232502568076,0.2564200843234956,0.41907991620737506,1.1901302416959565,0.23139836425294236,0.6297434888468065,1.2037108868353918
"REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS","REACTOME",44,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_VISUAL_PHOTOTRANSDUCTION","REACTOME",100,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_VITAMIN_B1_THIAMIN_METABOLISM","REACTOME",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_VITAMIN_B2_RIBOFLAVIN_METABOLISM","REACTOME",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM","REACTOME",17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_VITAMIN_C_ASCORBATE_METABOLISM","REACTOME",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_VITAMIN_D_CALCIFEROL_METABOLISM","REACTOME",11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_VITAMINS","REACTOME",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_VLDL_ASSEMBLY","REACTOME",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_VLDL_CLEARANCE","REACTOME",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_VLDLR_INTERNALISATION_AND_DEGRADATION","REACTOME",12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS","REACTOME",43,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_VXPX_CARGO_TARGETING_TO_CILIUM","REACTOME",21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_WAX_AND_PLASMALOGEN_BIOSYNTHESIS","REACTOME",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_WNT_LIGAND_BIOGENESIS_AND_TRAFFICKING","REACTOME",26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_WNT_MEDIATED_ACTIVATION_OF_DVL","REACTOME",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD2_FZD5_AND_ROR2","REACTOME",13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD4","REACTOME",15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_XENOBIOTICS","REACTOME",25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION","REACTOME",15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS","REACTOME",21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_ZINC_EFFLUX_AND_COMPARTMENTALIZATION_BY_THE_SLC30_FAMILY","REACTOME",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_ZINC_INFLUX_INTO_CELLS_BY_THE_SLC39_GENE_FAMILY","REACTOME",10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REACTOME_ZINC_TRANSPORTERS","REACTOME",17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SA_B_CELL_RECEPTOR_COMPLEXES","SA",24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SA_CASPASE_CASCADE","SA",19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SA_FAS_SIGNALING","SA",9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SA_G1_AND_S_PHASES","SA",15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SA_G2_AND_M_PHASES","SA",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SA_MMP_CYTOKINE_CONNECTION","SA",15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SA_PROGRAMMED_CELL_DEATH","SA",12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SA_PTEN_PATHWAY","SA",17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SA_REG_CASCADE_OF_CYCLIN_EXPR","SA",13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SA_TRKA_RECEPTOR","SA",17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SIG_BCR_SIGNALING_PATHWAY","SIG",46,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SIG_CD40PATHWAYMAP","SIG",34,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SIG_CHEMOTAXIS","SIG",45,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SIG_IL4RECEPTOR_IN_B_LYPHOCYTES","SIG",27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES","SIG",51,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES","SIG",36,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES","SIG",67,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES","SIG",35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WNT_SIGNALING","WNT",89,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_15Q112_COPY_NUMBER_VARIATION_SYNDROME","WP",9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_15Q133_COPY_NUMBER_VARIATION_SYNDROME","WP",19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_16P112_DISTAL_DELETION_SYNDROME","WP",34,0.7798073063026897,0.8595684083689342,-0.8174544394837041,0.2558955369323719,0.41907991620737506,1.160175092105726,0.24353577871316898,0.6297434888468065,1.169560652381099
"WP_16P112_PROXIMAL_DELETION_SYNDROME","WP",76,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_1Q211_COPY_NUMBER_VARIATION_SYNDROME","WP",28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_22Q112_COPY_NUMBER_VARIATION_SYNDROME","WP",131,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_3Q29_COPY_NUMBER_VARIATION_SYNDROME","WP",70,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_4HYDROXYTAMOXIFEN_DEXAMETHASONE_AND_RETINOIC_ACIDS_REGULATION_OF_P27_EXPRESSION","WP",18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_7OXOC_AND_7BETAHC_PATHWAYS","WP",28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_7Q1123_COPY_NUMBER_VARIATION_SYNDROME","WP",106,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_ACE_INHIBITOR_PATHWAY","WP",17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_ACETYLCHOLINE_SYNTHESIS","WP",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_ACQUIRED_PARTIAL_LIPODYSTROPHY_BARRAQUERSIMONS_SYNDROME","WP",11,0.7798073063026897,0.8595684083689342,-0.8174544394837041,0.2558955369323719,0.41907991620737506,1.160175092105726,0.24353577871316898,0.6297434888468065,1.169560652381099
"WP_ACTIVATION_OF_NLRP3_INFLAMMASOME_BY_SARSCOV2","WP",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_ACUTE_VIRAL_MYOCARDITIS","WP",87,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_ADIPOGENESIS","WP",131,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_AEROBIC_GLYCOLYSIS","WP",12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_AFLATOXIN_B1_METABOLISM","WP",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_AGERAGE_PATHWAY","WP",66,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_AIRWAY_SMOOTH_MUSCLE_CELL_CONTRACTION","WP",17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_ALANINE_AND_ASPARTATE_METABOLISM","WP",12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_ALLOGRAFT_REJECTION","WP",89,0.46917109024091463,0.8595684083689342,-1.0255554187064686,0.6295873740254802,0.7794831478793743,0.874749169598001,0.8084223013048636,0.8931155160456185,0.7179029605878836
"WP_ALPHA_6_BETA_4_SIGNALING_PATHWAY","WP",35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_ALTERED_GLYCOSYLATION_OF_MUC1_IN_TUMOR_MICROENVIRONMENT","WP",9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_ALTERNATIVE_PATHWAY_OF_FETAL_ANDROGEN_SYNTHESIS","WP",12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_ALZHEIMERS_DISEASE","WP",266,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_ALZHEIMERS_DISEASE_AND_MIRNA_EFFECTS","WP",336,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_AMINO_ACID_METABOLISM","WP",91,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_AMINO_ACID_METABOLISM_PATHWAY_EXCERPT_HISTIDINE_CATABOLISM_EXTENSION","WP",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_AMPACTIVATED_PROTEIN_KINASE_AMPK_SIGNALING","WP",68,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_AMPLIFICATION_AND_EXPANSION_OF_ONCOGENIC_PATHWAYS_AS_METASTATIC_TRAITS","WP",17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS","WP",38,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY","WP",91,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_ANGIOGENESIS","WP",24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_ANGIOPOIETINLIKE_PROTEIN_8_REGULATORY_PATHWAY","WP",132,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_ANGIOTENSIN_II_RECEPTOR_TYPE_1_PATHWAY","WP",28,0.3482537133681253,0.8595684083689342,-1.1010815062683292,0.785303776683087,0.8663308002229702,-0.8069517400463583,0.8852982246159984,0.897467272377043,-0.7375493190083847
"WP_ANTIVIRAL_AND_ANTIINFLAMMATORY_EFFECTS_OF_NRF2_ON_SARSCOV2_PATHWAY","WP",32,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_APOE_AND_MIR146_IN_INFLAMMATION_AND_ATHEROSCLEROSIS","WP",9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_APOPTOSIS","WP",86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_APOPTOSIS_MODULATION_AND_SIGNALING","WP",91,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_APOPTOSIS_MODULATION_BY_HSP70","WP",19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER","WP",54,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_ARACHIDONATE_EPOXYGENASE_EPOXIDE_HYDROLASE","WP",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY","WP",76,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_ARYL_HYDROCARBON_RECEPTOR_PATHWAY_WP2586","WP",48,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_ARYL_HYDROCARBON_RECEPTOR_PATHWAY_WP2873","WP",48,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_ARYLAMINE_METABOLISM","WP",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_ASPIRIN_AND_MIRNAS","WP",20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_ATM_SIGNALING_IN_DEVELOPMENT_AND_DISEASE","WP",46,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_ATM_SIGNALING_PATHWAY","WP",40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_ATR_SIGNALING","WP",9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_AUTOPHAGY","WP",30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_AUTOSOMAL_RECESSIVE_OSTEOPETROSIS_PATHWAYS","WP",13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_B_CELL_RECEPTOR_SIGNALING_PATHWAY","WP",98,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_BASE_EXCISION_REPAIR","WP",31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_BDNFTRKB_SIGNALING","WP",33,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_BENZENE_METABOLISM","WP",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_BENZOAPYRENE_METABOLISM","WP",9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_BILE_ACIDS_SYNTHESIS_AND_ENTEROHEPATIC_CIRCULATION","WP",13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_BIOGENIC_AMINE_SYNTHESIS","WP",16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_BIOMARKERS_FOR_PYRIMIDINE_METABOLISM_DISORDERS","WP",15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_BIOMARKERS_FOR_UREA_CYCLE_DISORDERS","WP",12,0.36956956956956954,0.8595684083689342,-1.1036124163690308,0.04640468227424749,0.41907991620737506,-1.3914833416343002,0.022850270595309682,0.6297434888468065,-1.436721500067772
"WP_BIOTIN_METABOLISM_INCLUDING_IEMS","WP",9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_BLADDER_CANCER","WP",41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_BLOOD_CLOTTING_CASCADE","WP",23,0.37643139704351447,0.8595684083689342,-1.078309418865319,0.07668000842637455,0.41907991620737506,-1.4609066218711453,0.1421193968188391,0.6297434888468065,-1.3445471648438965
"WP_BMP_SIGNALING_IN_EYELID_DEVELOPMENT","WP",20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_BMP2WNT4FOXO1_PATHWAY_IN_PRIMARY_ENDOMETRIAL_STROMAL_CELL_DIFFERENTIATION","WP",13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_BONE_MORPHOGENIC_PROTEIN_BMP_SIGNALING_AND_REGULATION","WP",12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_BRAINDERIVED_NEUROTROPHIC_FACTOR_BDNF_SIGNALING_PATHWAY","WP",144,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_BREAST_CANCER_PATHWAY","WP",156,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_BURN_WOUND_HEALING","WP",110,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_CALCIUM_REGULATION_IN_CARDIAC_CELLS","WP",152,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_CALORIC_RESTRICTION_AND_AGING","WP",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_CAMKK2_PATHWAY","WP",36,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_CANCER_IMMUNOTHERAPY_BY_CTLA4_BLOCKADE","WP",14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_CANCER_IMMUNOTHERAPY_BY_PD1_BLOCKADE","WP",23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_CANNABINOID_RECEPTOR_SIGNALING","WP",29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_CANONICAL_AND_NONCANONICAL_NOTCH_SIGNALING","WP",27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WP_CANONICAL_AND_NONCANONICAL_TGFB_SIGNALING","WP",17,NA,NA,NA,NA,NA,NA,NA,NA,NA
